	content	label
55	"Going beyond the headlinesThe best advisors aren't brilliant; they're appropriateJoin the NASDAQ Community today and get free, instant access to portfolios, stock ratings, real-time alerts, and more!
I'd like to preface this issue by saying today's essay might
  prove uncomfortable for some.
At StreetAuthority, our job is to present you with the very
  best investing opportunities. To ignore an opportunity just
  because it might be morally objectionable would be doing you --
  as well as the rest of our subscribers -- a grave injustice.
With those disclaimers in mind, today I want to tell you about
  the current investment opportunities in the United States'
  burgeoning marijuana industry.
As you may know, 20 states have already made cannabis legal
  for medicinal purposes, while several others have recently added
  a medical marijuana provision to their statewide ballots. Voters
  in both Colorado and Washington state have even gone so far as to
  legalize the drug for recreational use.
As a result, legal marijuana operations like Cannabis Science
  (
  CBIS

  ) -- a purveyor of some of the country's finest grown hemp (or so
  I've been told) -- have been popping up in ""green"" states all
  over the country.
These dispensaries -- or ""compassion clubs,"" as they're
  sometimes called -- have created a very interesting
  phenomenon...
That's because according to federal law, the possession and
  distribution of marijuana is still considered a crime. That means
  if the government wanted to, it could raid each and every one of
  these businesses, seize their assets, and haul the owners off to
  jail.
But they don't -- because, despite what many people think,
  U.S. officials aren't that stupid.
They've seen what happens when the government tries to force
  unwanted regulation down people's throats (think 1933 and the
  repeal of the Volstead Act, which ended Prohibition). That's why
  the feds have basically said they won't prosecute anyone who buys
  or sells marijuana in a state that has legally allowed it.
But make no mistake... this dichotomy won't last long. You
  can't have two legal codes -- which are supposed to operate in
  unison -- in direct conflict with each other. Something has to
  give.
As a result, right now Colorado (and soon Washington) is
  serving as one giant experiment for the full-scale legalization
  of marijuana in the U.S.
That is, Colorado and Washington will show us whether
  marijuana -- with all its surrounding controversy -- can be
  legally consumed without invoking public outcry, or if we need to
  put an end to the legalization talk once and for all.
Our guess is that the former scenario will likely play out.
  Here's why...
As recently as the 1980s, public opposition to marijuana was
  as high as 80%. Anti-pot movies like the 1936 film ""Reefer
  Madness"" led children and young adults to believe the use of
  marijuana would result in a life of social deviance (the film
  showed regular marijuana users committing suicide, conducting
  hit-and-run ""accidents"" as well as performing other clandestine
  activities).
In the past few years, we've seen that opinion begin to
  reverse. While there are a host of explanations for this (like
  new studies showing that consuming cannabis can cause pain relief
  in chronic illnesses like cancer, and the maturation of the baby
  boomers and younger generations, who generally tend to have more
  accepting views of the drug than their parents, to name a few),
  the important thing here is that America's perception of the
  plant is changing, and quickly...
According to a recent study by the Pew Research Center, 52% of
  Americans are now on board with legalizing marijuana. As today's
  younger generation matures, that number is likely to climb.
Again, at this point I'd like to reiterate that whether you're
  one of the 52% who agrees with legalization -- or part of the 48%
  who oppose it -- is irrelevant. We certainly understand if you
  don't want to participate in the marijuana trade, but to ignore
  the legalization story is to deny the fact that right now, the
  marijuana market could be setting up one of the biggest
  investment opportunities of the next few years.
If legalized, pharmaceutical companies... tobacco companies...
  even some alcohol companies are going to want a piece of this
  relatively unexplored market. When that happens, there will be a
  massive scramble to acquire companies with established marijuana
  operations -- especially those that have already proven to be
  profitable.
Andy Obermueller, Chief Investment Strategist for
  
Game-Changing Stocks


  , talks about this opportunity in the February 11 issue of his
  premium newsletter:

The State of Legal Marijuana Markets report, released in
    early January by ArcView Market Research, estimates legal
    cannabis hit $1.43 billion in sales in 2013 and that it will
    grow 64% to $2.34 billion in 2014.
To put that in context, that's a rate of growth faster than
    smartphones achieved. ArcView said more than 590,000 Americans
    will have bought pot legally from a retail storefront by the
    end of this year.
That is just the beginning.
The illegal drug business is worth an estimated $400 billion
    a year in the United States alone. Marijuana offenses account
    for 48.3% of all drug arrests, according to an analysis of FBI
    data published in U.S. News & World Report. So presuming
    all marijuana sales become legal in the next 20 years, you can
    see the incredible growth potential -- some 30% a year in
    compound annual growth.

To take advantage, Andy recommends buying stock in the
  companies selling the technology needed to make large-scale
  commercial marijuana production a reality. As he goes on to
  say...

The fact is, pot is easy to grow. It grows in the wild all
    over the United States. Proper cultivation is the game-changer:
    Add good light, plentiful water and good plant nutrition, and
    serious growers can produce a massive quantity in very little
    space. Ultimately, this is not an agricultural problem but a
    security question: How does a grower secure millions of
    dollars' worth of grass in a field somewhere? The likely answer
    is to grow the plant indoors, under secure and carefully
    controlled conditions.
The companies that are able to establish themselves as the
    leading providers of premium-quality marijuana and derivative
    products will be wildly successful as more state legislatures
    give grass the nod.

Of course, we understand if you have reservations about
  directly investing in marijuana producers. After all, these are
  still relatively unproven businesses in a relatively unknown
  market. While there will undoubtedly be some big winners in this
  space, there's also going to be a lot of losers as the industry
  grows and consolidates.
But that said, we think it's foolish to overlook the
  investment opportunity in the marijuana industry. Whether we like
  it or not, ""reefer madness"" could be here to stay.
So there you have it. If, after reading today's essay, you
  still want to send us an angry email explaining why you disagree
  with our opinion, feel free. We always encourage feedback from
  our subscribers. For those who are interested, please send your
  comments to Editorial@streetauthority.com.

Note from the editor:

  Marijuana isn't the only industry with ""game-changing"" potential
  right now. In his most recent research report, ""
  
The 5 Unstoppable Game-Changers to Get In on
    Now


  ,"" Andy Obermueller tells readers about five investment trends --
  and the companies behind them -- that could just as easily
  deliver 10-bagger gains over the next few years.
One of these companies has developed a machine that can
  perform surgeries with robotic precision. Another has built a car
  that allows blind people to drive. If Andy's right, then these --
  plus the rest of his ""unstoppable game-changers"" -- could prove
  to be some of the market's best performers over the next few
  years. To learn about these trends, as well as the companies that
  are making them happen,
  
follow this link


  .
I'd like to preface this issue by saying today's essay might
  prove uncomfortable for some.At StreetAuthority, our job is to present you with the very
  best investing opportunities. To ignore an opportunity just
  because it might be morally objectionable would be doing you --
  as well as the rest of our subscribers -- a grave injustice.With those disclaimers in mind, today I want to tell you about
  the current investment opportunities in the United States'
  burgeoning marijuana industry.As you may know, 20 states have already made cannabis legal
  for medicinal purposes, while several others have recently added
  a medical marijuana provision to their statewide ballots. Voters
  in both Colorado and Washington state have even gone so far as to
  legalize the drug for recreational use.As a result, legal marijuana operations like Cannabis Science
  (
  CBIS

  ) -- a purveyor of some of the country's finest grown hemp (or so
  I've been told) -- have been popping up in ""green"" states all
  over the country.These dispensaries -- or ""compassion clubs,"" as they're
  sometimes called -- have created a very interesting
  phenomenon...That's because according to federal law, the possession and
  distribution of marijuana is still considered a crime. That means
  if the government wanted to, it could raid each and every one of
  these businesses, seize their assets, and haul the owners off to
  jail.But they don't -- because, despite what many people think,
  U.S. officials aren't that stupid.They've seen what happens when the government tries to force
  unwanted regulation down people's throats (think 1933 and the
  repeal of the Volstead Act, which ended Prohibition). That's why
  the feds have basically said they won't prosecute anyone who buys
  or sells marijuana in a state that has legally allowed it.But make no mistake... this dichotomy won't last long. You
  can't have two legal codes -- which are supposed to operate in
  unison -- in direct conflict with each other. Something has to
  give.As a result, right now Colorado (and soon Washington) is
  serving as one giant experiment for the full-scale legalization
  of marijuana in the U.S.That is, Colorado and Washington will show us whether
  marijuana -- with all its surrounding controversy -- can be
  legally consumed without invoking public outcry, or if we need to
  put an end to the legalization talk once and for all.Our guess is that the former scenario will likely play out.
  Here's why...As recently as the 1980s, public opposition to marijuana was
  as high as 80%. Anti-pot movies like the 1936 film ""Reefer
  Madness"" led children and young adults to believe the use of
  marijuana would result in a life of social deviance (the film
  showed regular marijuana users committing suicide, conducting
  hit-and-run ""accidents"" as well as performing other clandestine
  activities).In the past few years, we've seen that opinion begin to
  reverse. While there are a host of explanations for this (like
  new studies showing that consuming cannabis can cause pain relief
  in chronic illnesses like cancer, and the maturation of the baby
  boomers and younger generations, who generally tend to have more
  accepting views of the drug than their parents, to name a few),
  the important thing here is that America's perception of the
  plant is changing, and quickly...According to a recent study by the Pew Research Center, 52% of
  Americans are now on board with legalizing marijuana. As today's
  younger generation matures, that number is likely to climb.Again, at this point I'd like to reiterate that whether you're
  one of the 52% who agrees with legalization -- or part of the 48%
  who oppose it -- is irrelevant. We certainly understand if you
  don't want to participate in the marijuana trade, but to ignore
  the legalization story is to deny the fact that right now, the
  marijuana market could be setting up one of the biggest
  investment opportunities of the next few years.If legalized, pharmaceutical companies... tobacco companies...
  even some alcohol companies are going to want a piece of this
  relatively unexplored market. When that happens, there will be a
  massive scramble to acquire companies with established marijuana
  operations -- especially those that have already proven to be
  profitable.Andy Obermueller, Chief Investment Strategist for
  
Game-Changing Stocks


  , talks about this opportunity in the February 11 issue of his
  premium newsletter:The State of Legal Marijuana Markets report, released in
    early January by ArcView Market Research, estimates legal
    cannabis hit $1.43 billion in sales in 2013 and that it will
    grow 64% to $2.34 billion in 2014.To put that in context, that's a rate of growth faster than
    smartphones achieved. ArcView said more than 590,000 Americans
    will have bought pot legally from a retail storefront by the
    end of this year.That is just the beginning.The illegal drug business is worth an estimated $400 billion
    a year in the United States alone. Marijuana offenses account
    for 48.3% of all drug arrests, according to an analysis of FBI
    data published in U.S. News & World Report. So presuming
    all marijuana sales become legal in the next 20 years, you can
    see the incredible growth potential -- some 30% a year in
    compound annual growth.To take advantage, Andy recommends buying stock in the
  companies selling the technology needed to make large-scale
  commercial marijuana production a reality. As he goes on to
  say...The fact is, pot is easy to grow. It grows in the wild all
    over the United States. Proper cultivation is the game-changer:
    Add good light, plentiful water and good plant nutrition, and
    serious growers can produce a massive quantity in very little
    space. Ultimately, this is not an agricultural problem but a
    security question: How does a grower secure millions of
    dollars' worth of grass in a field somewhere? The likely answer
    is to grow the plant indoors, under secure and carefully
    controlled conditions.The companies that are able to establish themselves as the
    leading providers of premium-quality marijuana and derivative
    products will be wildly successful as more state legislatures
    give grass the nod.Of course, we understand if you have reservations about
  directly investing in marijuana producers. After all, these are
  still relatively unproven businesses in a relatively unknown
  market. While there will undoubtedly be some big winners in this
  space, there's also going to be a lot of losers as the industry
  grows and consolidates.But that said, we think it's foolish to overlook the
  investment opportunity in the marijuana industry. Whether we like
  it or not, ""reefer madness"" could be here to stay.So there you have it. If, after reading today's essay, you
  still want to send us an angry email explaining why you disagree
  with our opinion, feel free. We always encourage feedback from
  our subscribers. For those who are interested, please send your
  comments to Editorial@streetauthority.com.
Note from the editor:

  Marijuana isn't the only industry with ""game-changing"" potential
  right now. In his most recent research report, ""
  
The 5 Unstoppable Game-Changers to Get In on
    Now


  ,"" Andy Obermueller tells readers about five investment trends --
  and the companies behind them -- that could just as easily
  deliver 10-bagger gains over the next few years.One of these companies has developed a machine that can
  perform surgeries with robotic precision. Another has built a car
  that allows blind people to drive. If Andy's right, then these --
  plus the rest of his ""unstoppable game-changers"" -- could prove
  to be some of the market's best performers over the next few
  years. To learn about these trends, as well as the companies that
  are making them happen,
  
follow this link


  .
The views and opinions expressed herein are the views and opinions of the author and do not necessarily reflect those of Nasdaq, Inc.

© Copyright 2001-2016 StreetAuthority, LLC. All Rights Reserved.
Enter up to 25 symbols separated by commas or spaces in the text box below. These symbols will be available during your session for use on applicable pages.
					You have selected to change your default setting for the Quote Search. This will now be your default target page;
					unless you change your configuration again, or you delete your
					cookies. Are you sure you want to change your settings?
Please disable your ad blocker (or update your settings to ensure that javascript and cookies are enabled), so that we can continue to provide you with the first-rate market news and data you've come to expect from us."	Health
56	The initial connection between Cloudflare's network and the origin web server timed out. As a result, the web page can not be displayed.	Health
57	"Sorry the page you were looking is not here.
   var localizedErrMap = {};
   localizedErrMap['required'] = 		'This field is required.';
   localizedErrMap['ca'] = 			'An unexpected error occurred while attempting to send email.';
   localizedErrMap['email'] = 			'Please enter your email address in name@email.com format.';
   localizedErrMap['birthday'] = 		'Please enter birthday in MM/DD format.';
   localizedErrMap['anniversary'] = 	'Please enter anniversary in MM/DD/YYYY format.';
   localizedErrMap['custom_date'] = 	'Please enter this date in MM/DD/YYYY format.';
   localizedErrMap['list'] = 			'Please select at least one email list.';
   localizedErrMap['generic'] = 		'This field is invalid.';
   localizedErrMap['shared'] = 		'Sorry, we could not complete your sign-up. Please contact us to resolve this.';
   localizedErrMap['state_mismatch'] = 'Mismatched State/Province and Country.';
	localizedErrMap['state_province'] = 'Select a state/province';
   localizedErrMap['selectcountry'] = 	'Select a country';
   var postURL = 'https://visitor2.constantcontact.com/api/signup';


"	Health
58	"
    The page you tried to reach is not available: 
Copyright 1998 - 2018 BayStreet.ca Media Corp. All rights reserved. Nasdaq Stocks: Information delayed 15 minutes. Non-Nasdaq Stocks: Information delayed 20 minutes. Bid and Ask quotation information for NYSE and AMEX securities is only available on a real time basis. Data is provided by QuoteMedia.com"	Health
59	"
                    As you were browsing, something about your browser made us think you were a bot.
                    There are a few reasons this might happen:
                

You're a power user moving through this website with super-human speed.
You've disabled JavaScript in your web browser.                        
A third-party browser plugin, such as Ghostery or NoScript, is preventing JavaScript from running.
                            Additional information is available in   this support article. 



                    After completing the CAPTCHA below, you will immediately regain access to our site.
                "	Health
60	MJNA has kept its usual steady stream of press releases coming, with no earthshaking announcements in it, mostly informing about activities and sponsorships conducted through HempMedsPX, MJNA and CannaVest's marketing and distribution company. The excitement surrounding marijuana stocks has definitely not died down, seeing how the majority of the popular tickers are still heavily traded. It's just that the wild price swings from the first days of 2014 have come to an end and prices are mostly moving without any major hiccups.MJNA supporters are excited about a recent piece of media coverage delivered by Dr. Sanjay Gupta, CNN's chief medical correspondent, who said he was not backing down but instead 'doubling down' on medical marijuana for legitimate patients. A full documentary by Dr. Gupta will air tomorrow and it remains to be seen whether this will affect MJNA's stock.MJNA longs seem to expect that Dr. Gupta will put the spotlight on MJNA and highlight it in his coverage. This is not too likely considering his original short piece actually highlights another company based in the UK - GW Pharmaceuticals - a NASDAQ-listed entity who is also focused on CBD-rich medicinal products and is pushing for prescription drugs produced from the marijuana plant.MJNA is currently trading over the $0.30 mark, steady into the early session, 3% in the green.Type the characters that you see in the box (5 characters).	Health
61	"We can't seem to locate the page you are looking for.
                    The url could have been entered incorrectly, or the page could have been misplaced.
                
                    Please use our search tool below or head back to the
                    homepage.
                "	Health
62	"We hear a lot about the down side of prescription painkillers, right?  And it's a trade off, the easing of pain against the danger of addiction or even overdose. CNN's Dr. Sanjay Gupta says for many patients there's another good yet equally controversial option: medical marijuana.Dr. Gupta told Chris Cuomo on ""New Day"" Monday: ""Ninety-four percent of the studies in this country that I reviewed looked specifically for harm, not for benefit. So you get a distorted picture and that's part of the problem, but I think that starts to have an impact on the way people actually think about this substance as well. Very different than in other countries. You have a medication out there right now to help treat MS for example, very tough thing to treat, its approved in 25 countries Chris, not the United States.""If you want to learn more about this issue, see Dr. Gupta's take here and watch""Weed 2: Cannabis Madness.""It premieres Tuesday, March 11, at 10pm Eastern on CNN.I'm a single mom of three boys, i have cerebral palsy, epilepsy.... ive been smoking mariquana for a long time and before i smoked i was having a lot of seizures and I've notice the change in ny seizures but i would love to try the medical that is legal to have... please give me some advice or help.... thanksHello, Rachelle,For more information on medical marijuana, please visit http://www.cnn.com/SPECIALS/health/medical-marijuana/index.htmlThank you,
Lola / CNN VCMRemember when they use to call the pills ""Tranquillizers""? Basically it's the same dope the Dr. writes that prescription for. Marijuana on the other hand can be grown in your back yard. Money, it's all about money. Who care if you live or die. It's all about who can cash in on your bank account. The government has no right to tell you what you can raise or grow in your back yard. Want chickens, you better check with your local and state laws 1st or they can and will drop in on you, arrest you, fine you and take away your chickens, and as for Roosters, don't go there. Just keep thinking, the government is smarter and wiser than me, the government is smarter and wiser than me. Now your getting the picture.Last year the NIDA authorized a KY based pharmaceutical company to produce a hash oil tincture skin patch to be tested as a ""withdrawel"" treatment for alcoholics and opiate addicts.
I suppose the contradiction of claiming marijuana is a gateway drug and an exit drug has not been ""fixed"" yet,,no further reports have been issued.CNN welcomes a lively and courteous discussion as long as you follow the Rules of Conduct set forth in our Terms of Service. Comments are not pre-screened before they post. You agree that anything you post may be used, along with your name and profile picture, in accordance with our Privacy Policy and the license you have granted pursuant to our Terms of Service.Catch New Day from 6-9am ETAbout the Show
Around the World
Award of the Day
Daily Wrap-up
Exclusives
Five Things to Know For Your New Day
Fun
The Good Stuff
Headlines
Health
Interviews
Midday
Money Time
New Day Weekend
News
Political Gut Check
Social
Tech"	Health
63	HTTP Error 400. The request is badly formed.	Health
64	"WARREN — The man accused of felony charges linked to a 1996 cold case involving a Howland woman received a ...WARREN — A Champion grandfather on Wednesday was sentenced to a total of nine-and-a-half years in prison after a ...NEW YORK (AP) — Jim Thome, Chipper Jones, Vladimir Guerrero and Trevor Hoffman have been elected to the baseball Hall of Fame.

Designated hitter Edgar Martinez ...WASHINGTON (AP) - Senate leaders reached an agreement just moments ago that will reopen the government.

Democrats have yielded and ended their ...WARREN — A back-and-forth battle came down to the final shot.

Austintown Fitch prevailed 41-40 over the Warren G. Harding girls Wednesday ...Next time the Ashtabula County Antique Engine Club has an open house or activity where its agricultural museums are open, take advantage of the opportunity to go up ...SEEING EYE

McKINLEY BIRTHPLACE HOME: The McKinley Memorial Library in Niles will hold ‘‘Create Your Own Valentine’s Cards” 3 to 4 p.m. ...After holding steady for several days, Cortland Bancorp gained 30 cents in trading Wednesday to close at $21 per share. First Niles Financial continued to stand pat, ...DEAR EDITOR:

After 11 years, Claudia Hoerig finally has been extradited from her native Brazil to stand trial for the murder of her husband way back in 2007. 

I ...NILES — Completion of a water loop project on Difford Drive has stalled because the city must proceed with eminent domain on two properties to get easements to ...Read a digital version of the newspaper on your computer, tablet or smart phone using either an app or a web browser.Employment News › Today's breaking news and more in your inboxAdvertising affords you the opportunity to give people reasons to do business with you rather than your competition. january, 201826jan12:00 pm- 4:00 pmWarren - PIROHY SALE27jan9:00 am- 10:30 amNiles - Free Community Breakfast27jan11:30 am- 1:00 pmHowland - Free Fellowship Meal27jan3:30 pm- 6:00 pmVienna - Creamed Chicken on  Biscuit Take Out Dinner27jan4:00 pm- 6:30 pmBraceville - Stuffed Pork Chop DinnerCopyright © Tribune Chronicle | http://www.tribtoday.com | 240 Franklin Street SE, Warren, OH 44483 | 330-841-1600 | Ogden Newspapers | The Nutting Company"	Health
65	"
Published each ThursdaybyNeighbor-to-Neighbor News




Serving Springville, Concord, Ashford, West Valley, Collins, Colden and East ConcordSpringvile Journal
45 E. Main Str., rear,
Springville NY 14141
Ph:716-794-3072 Fax:716-794-3107Hours:
Monday - Wednesday: 8:30am to 5:00pm
Thursday:9:00am to 5:00pm
Friday: 9:00am to 3:00pmServing Springville, Concord, Ashford, West Valley, Collins, Colden and East ConcordPublished each Thursday by Neighbor-to-Neighbor NewsWebsite Developed and Hosted by SM Digital Creations"	Health
66	"
			Already have an account? Sign
				In

			Already have an account? Sign
				In
We have sent you a confirmation email. Please check your email
			and click on the link to activate your account.We look forward to seeing you frequently. Visit us and sign in
			to update your profile, receive the latest news and keep up to date
			with mobile alerts.Don't worry, it happens. We'll send you a link to create a new
			password.We have sent you an email with a link to change your password.To sign in you must verify your email address. Fill out the
			form below and we'll send you an email to verify.Check your email for a link to verify your email address.!ON AIR NOWWeatherThe latest top stories00:00 | 00:00
			
The latest traffic report00:00 | 00:00
			
The latest forecast00:00 | 00:00
			

Cathy Klein is a Jacksonville mom who says having access to medical marijuana for her son who has uncontrollable seizures is a no-brainer for her.
""I have a nine-year-old son with epilepsy and no matter where we go or what we do, we haven't been able to control his seizures.""


She says she hopes a recent bill filed by a South Florida senator to legalize the recreational use of marijuana won't distract from a constitional amendment on the November ballot. which only seeks to legalize marijuana for medical conditions.

""There are people who are confusing this with recreational use, and time and time again I've said no this is strictly medical.""

There are no comments yet.  Be the first to post your thoughts.
            
Sign in or Register.
            
"	Health
67	"WASHINGTON - The U.S. Food and Drug Administration said yesterday that it had approved a nerve-stimulating device to prevent migraines that is worn as a band across the forehead.WASHINGTON — The U.S. Food and Drug Administration said yesterday that it had approved a nerve-stimulating device to prevent migraines that is worn as a band across the forehead. The battery-powered device, to be positioned above the eyes, sends an electric current to the skin and underlying tissue via a self-adhesive electrode to stimulate the trigeminal nerve that is associated with migraines. Manufactured by Belgium-based CEFALY Technology SPRL, the prescription-only device is intended for use once a day for 20 minutes. The FDA said it was the first medical device to be approved as a preventive treatment for the severe headaches. “This may help patients who cannot tolerate current migraine medications for preventing migraines or treating attacks,” said Christy Foreman, director of the Office of Device Evaluation at the FDA’s Center for Devices and Radiological Health. About 10 percent of people worldwide suffer from migraines, according to the National Institutes of Health. Characterized by intense pain in one area of the head accompanied by nausea or vomiting and sensitivity to light and sound, a migraine can last from 4 to 72 hours if untreated. Drugs to treat migraines called triptans, which include generic forms of GlaxoSmithKline’s Imitrex, have cardiovascular side effects that make them inappropriate for many patients. The CEFALY device is for patients 18 or older. The FDA said in a clinical study of 67 patients in Belgium that those who used the device had significantly fewer migraines per month and used less medication than those who used a placebo device. The device did not reduce the intensity of migraines that occurred.WASHINGTON — The U.S. Food and Drug Administration said yesterday that it had approved a nerve-stimulating device to prevent migraines that is worn as a band across the forehead.The battery-powered device, to be positioned above the eyes, sends an electric current to the skin and underlying tissue via a self-adhesive electrode to stimulate the trigeminal nerve that is associated with migraines.Manufactured by Belgium-based CEFALY Technology SPRL, the prescription-only device is intended for use once a day for 20 minutes.The FDA said it was the first medical device to be approved as a preventive treatment for the severe headaches.“This may help patients who cannot tolerate current migraine medications for preventing migraines or treating attacks,” said Christy Foreman, director of the Office of Device Evaluation at the FDA’s Center for Devices and Radiological Health.About 10 percent of people worldwide suffer from migraines, according to the National Institutes of Health. Characterized by intense pain in one area of the head accompanied by nausea or vomiting and sensitivity to light and sound, a migraine can last from 4 to 72 hours if untreated.Drugs to treat migraines called triptans, which include generic forms of GlaxoSmithKline’s Imitrex, have cardiovascular side effects that make them inappropriate for many patients.The CEFALY device is for patients 18 or older.The FDA said in a clinical study of 67 patients in Belgium that those who used the device had significantly fewer migraines per month and used less medication than those who used a placebo device.The device did not reduce the intensity of migraines that occurred.
							Choose the plan that's right for you.
							Digital access or digital and print delivery.
						© Copyright 2006-2018 GateHouse Media, LLC. All rights reserved  •  GateHouse NewsOriginal content available for non-commercial use under a Creative Commons license, except where noted.
							The Columbus Dispatch  ~ 62 E. Broad St. Columbus OH 43215 ~ Privacy Policy ~ Terms Of Service

								$('#footer-main-copyright p:last-of-type').append('<img id=""footer-main-gh-logo"" src=""http://www.dispatch.com/Global/images/ghlogo_horizontal.png"">');
							
Choose the plan that’s right for you. Digital access or digital and print delivery."	Health
68	"For full functionality, it is necessary to enable JavaScript. Here are instructions how to enable JavaScript in your web browser.Our site uses cookies and may store information you provide to us on servers located in countries outside of the EU. By continuing to use our site or providing information you are agreeing to our Privacy Policy and data usage. Get the most out of Medical News Today. Subscribe to our Newsletter to recieve:MNT - Hourly Medical News Since 2003Get the most out of Medical News Today. Subscribe to our Newsletter to recieve:MNT - Hourly Medical News Since 2003Log in with your Medical News Today account to create or edit your custom homepage, catch-up on your opinions notifications and set your newsletter preferences.Sign up for a free Medical News Today account to customize your medical and health news experiences.The US Food and Drug Administration has given its first approval for the marketing of 

a device for preventing migraine headaches. The federal agency says the device, which comes in 

the form of a headband that delivers a nerve-stimulating low electrical current, may 

bring relief to patients who cannot tolerate current migraine drugs.""This is also the first transcutaneous electrical nerve stimulation device 

specifically authorized for use prior to the onset of pain,"" they told the press.The Cefaly device is a small, battery-powered plastic headband that is worn across the 

forehead. The user attaches it with a self-adhesive electrode, just above the eyes. The device 

delivers a low electric current through the skin and may cause a tingling or massaging 

sensation. The current stimulates the trigeminal nerve, which has been associated with migraine 

headaches.The device, which is manufactured by STX-Med in Herstal, Liege, Belgium, and available on 

prescription for patients aged 18 and over, should only be used once a day for 20 minutes, says 

the Food and Drug Administration (FDA).According to the National Institutes of Health, migraine headaches affect about 10% of people 

worldwide and are more common in women than men. The debilitating pain, which can last from 4 up 

to 72 hours, is felt as intense throbbing in one part of the head and is often accompanied by 

nausea, vomiting and sensitivity to light and sound. Christy Foreman, director of the Office of Device Evaluation at the FDA's Center for Devices 

and Radiological Health, says:""Cefaly provides an alternative to medication for migraine prevention. This may help patients 

who cannot tolerate current migraine medications for preventing migraines or treating 

attacks.""The FDA reviewed a study conducted in Belgium involving 67 people of who were having at least 

two migraine attacks a month and who ceased taking migraine medication for the 3 months 

leading up to the start of the trial.The results showed that compared with patients using a dummy device, those using Cefaly 

reported significantly fewer days per month with migraine headaches and using less medication. 

However, Cefaly did not completely prevent migraine attacks and did not reduce their intensity 

when they occurred.The FDA also reviewed a patient satisfaction survey of 2,313 Cefaly users in France and 

Belgium that found 53% were satisfied with the treatment and would buy it for further use.No serious adverse effects were reported by users in either study. The most common complaints 

that arose in the user survey included not liking the sensation of the treatment, not wanting to 

continue using it, feeling sleepy during treatment and having a headache afterwards.In December 2013, the FDA approved the first medical device for the 

treatment of migraine headaches preceded with aura. The Cerena Transcranial Magnetic 

Stimulator, which is also available on prescription only, is used after the pain of migraine preceded 

with aura has started.
US Food and Drug Administration  news release, accessed 11 March 2014. US Food and Drug Administration  news release, accessed 11 March 2014. Visit our Headache / Migraine category page for the latest news on this subject, or sign up to our newsletter to receive the latest updates on Headache / Migraine.		Please use one of the following formats to cite this article in your essay, paper or report:MLAPaddock, Catharine. ""First device to prevent migraine headaches wins FDA approval."" Medical News Today. MediLexicon, Intl., 12 Mar. 2014. Web.25 Jan. 2018. <https://www.medicalnewstoday.com/articles/273894.php>APAPaddock, C. (2014, March 12). ""First device to prevent migraine headaches wins FDA approval."" Medical News Today. Retrieved fromhttps://www.medicalnewstoday.com/articles/273894.php.Please note: If no author information is provided, the source is cited instead.You know what works for migraines that the FDA will never approve? psychedellic drugs.Electronic acupuncture has been used to successfully treat migraine for over 40 years. Please see: electronic-acupuncture.orgYour privacy is important to us. Any information you provide to us via this website may be placed by us on servers located in countries outside of the EU. If you do not agree to such placement, do not provide the information.Healthline Media UK Ltd, Brighton, UK.© 2004-2018 All rights reserved. MNT is the registered trade mark of Healthline Media. Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional.Privacy | 
					Terms | 
					Ad policy | 
					CareersThis page was printed from: https://www.medicalnewstoday.com/articles/273894.phpVisit www.medicalnewstoday.com for medical news and health news headlines posted throughout the day, every day.2018 Healthline Media UK Ltd. All rights reserved. MNT is the registered trade mark of Healthline Media. Any medical information published on this website is not intended as a substitute for informed medical advice and you should not take any action before consulting with a healthcare professional."	Health
69	Washington: The US Food and Drug Administration has approved a nerve-stimulating headband as the first medical device to prevent migraine headaches.Agency officials said that the device provides a new option for patients who cannot tolerate migraine medications. The Cefaly device, manufactured by Cephaly Technology of Belgium, is a battery-powered plastic band worn across the forehead. Using an adhesive electrode, the band emits a low electrical current to stimulate nerves associated with migraine pain, CBS News reported.Users may feel a tingling sensation on the skin where the electrode is applied. The device is designed to be used no more than 20 minutes a day by patients 18 years and older.  	Health
